PLOT,Accession,LOC,Year,REP,Block,Design,Trial,Settweight,NPH,Vigor,AUDPC_YMV,rAUDPC_YMV,AUDPC_YAD,rAUDPC_YAD,Yield per plot (kg),TTNPL,TTWPL,Yield_udj,YIELD,ATW,DMC,Oxint180Minutes,OXBI
671,TDr1774006,Abuja,2020,1,5,Augmented,SCG,0.429,2,2,180,0.02,112.5,0.0125,3.9,2,1.95,19.50,19.50,0.98,,,
672,TDr1774014,Abuja,2020,1,5,Augmented,SCG,0.45,1,3,225,0.025,135,0.015,1.6,1,1.6,16.00,16.00,1.60,,,
673,TDr9519177,Abuja,2020,1,5,Augmented,SCG,0.417,3,2,205,0.022777778,105,0.011666667,2.3,3,0.766666667,7.67,7.67,0.26,,,
674,TDr1783003,Abuja,2020,1,5,Augmented,SCG,0.188,3,3,195,0.021666667,125,0.013888889,1.9,2.333333333,0.633333333,6.33,6.33,0.27,,,
675,TDr1760030,Abuja,2020,1,5,Augmented,SCG,0.45,2,3,195,0.021666667,142.5,0.015833333,2.4,1.5,1.2,12.00,12.00,0.80,,,
676,TDr1760019,Abuja,2020,1,5,Augmented,SCG,0.362,3,3,195,0.021666667,135,0.015,2.7,4.666666667,0.9,9.00,9.00,0.19,,,
677,TDr1756035,Abuja,2020,1,5,Augmented,SCG,0.397,3,3,185,0.020555556,135,0.015,1,2.333333333,0.333333333,3.33,3.33,0.14,,,
678,TDr1756015,Abuja,2020,1,5,Augmented,SCG,0.45,3,3,195,0.021666667,140,0.015555556,2.7,2,0.9,9.00,9.00,0.45,,,
679,TDr1758014,Abuja,2020,1,5,Augmented,SCG,0.45,3,3,205,0.022777778,135,0.015,2.61,1.666666667,0.87,8.70,8.70,0.52,,,
680,TDr1756010,Abuja,2020,1,5,Augmented,SCG,0.439,3,3,180,0.02,150,0.016666667,2,5,0.666666667,6.67,6.67,0.13,,,
681,TDrMeccakusa,Abuja,2020,1,5,Augmented,SCG,0.317,3,3,225,0.025,125,0.013888889,2.3,2.333333333,0.766666667,7.67,7.67,0.33,,,
682,TDr1762005,Abuja,2020,1,5,Augmented,SCG,0.4,3,2,180,0.02,135,0.015,4.6,1,1.533333333,15.33,15.33,1.53,,,
683,TDr1773003,Abuja,2020,1,5,Augmented,SCG,0.304,2,3,202.5,0.0225,120,0.013333333,1.4,1,0.7,7.00,7.00,0.70,,,
684,TDr1760027,Abuja,2020,1,5,Augmented,SCG,0.45,3,3,195,0.021666667,170,0.018888889,4.7,1.333333333,1.566666667,15.67,15.67,1.18,,,
685,TDr1756021,Abuja,2020,1,5,Augmented,SCG,0.45,3,3,225,0.025,150,0.016666667,2.1,2.333333333,0.7,7.00,7.00,0.30,,,
686,TDr1712901,Abuja,2020,1,5,Augmented,SCG,0.405,3,3,240,0.026666667,150,0.016666667,3.6,3,1.2,12.00,12.00,0.40,,,
687,TDr1774011,Abuja,2020,1,5,Augmented,SCG,0.415,3,2,225,0.025,150,0.016666667,3.6,1.333333333,1.2,12.00,12.00,0.90,,,
688,TDr1790002,Abuja,2020,1,5,Augmented,SCG,0.306,3,3,195,0.021666667,135,0.015,2,1.333333333,0.666666667,6.67,6.67,0.50,,,
689,TDr1756045,Abuja,2020,1,5,Augmented,SCG,0.367,3,3,245,0.027222222,150,0.016666667,3.1,1.666666667,1.033333333,10.33,10.33,0.62,,,
690,TDr1758001,Abuja,2020,1,5,Augmented,SCG,0.441,3,3,205,0.022777778,150,0.016666667,4.2,4.333333333,1.4,14.00,14.00,0.32,,,
691,TDr1773006,Abuja,2020,1,5,Augmented,SCG,0.45,3,3,195,0.021666667,145,0.016111111,3.1,1,1.033333333,10.33,10.33,1.03,,,
692,TDr1772001,Abuja,2020,1,5,Augmented,SCG,0.368,3,3,270,0.03,150,0.016666667,4.5,2.333333333,1.5,15.00,15.00,0.64,,,
693,TDr1756070,Abuja,2020,1,5,Augmented,SCG,0.293,3,3,195,0.021666667,145,0.016111111,1.9,1.666666667,0.633333333,6.33,6.33,0.38,,,
694,TDr1760024,Abuja,2020,1,5,Augmented,SCG,0.314,3,3,195,0.021666667,140,0.015555556,3,3.333333333,1,10.00,10.00,0.30,,,
695,TDr1775005,Abuja,2020,1,5,Augmented,SCG,0.269,2,3,195,0.021666667,142.5,0.015833333,1.6,1.5,0.8,8.00,8.00,0.53,,,
696,TDr8902665,Abuja,2020,1,5,Augmented,SCG,0.273,3,3,190,0.021111111,170,0.018888889,2.9,2.666666667,0.966666667,9.67,9.67,0.36,,,
697,TDr1771002,Abuja,2020,1,5,Augmented,SCG,0.446,3,2,215,0.023888889,160,0.017777778,3.9,1.333333333,1.3,13.00,13.00,0.98,,,
698,TDr1773021,Abuja,2020,1,5,Augmented,SCG,0.434,3,2,205,0.022777778,155,0.017222222,1.6,1,0.533333333,5.33,5.33,0.53,,,
699,TDr1763003,Abuja,2020,1,5,Augmented,SCG,0.285,3,3,240,0.026666667,175,0.019444444,0.6,1,0.2,2.00,2.00,0.20,,,
700,TDr1768019,Abuja,2020,1,5,Augmented,SCG,0.45,3,3,185,0.020555556,115,0.012777778,2.11,1,0.703333333,7.03,7.03,0.70,,,
701,TDr1715302,Abuja,2020,1,5,Augmented,SCG,0.395,3,3,195,0.021666667,110,0.012222222,3.3,1.666666667,1.1,11.00,11.00,0.66,,,
702,TDr1756027,Abuja,2020,1,5,Augmented,SCG,0.241,3,1,225,0.025,115,0.012777778,1.8,2,0.6,6.00,6.00,0.30,,,
703,TDr1776005,Abuja,2020,1,5,Augmented,SCG,0.45,,2,,,,,,,,,,,,,
704,TDr1768011,Abuja,2020,1,6,Augmented,SCG,0.233,1,2,255,0.028333333,135,0.015,2.3,1,2.3,23.00,23.00,2.30,,,
705,TDr1773012,Abuja,2020,1,6,Augmented,SCG,0.379,2,2,180,0.02,120,0.013333333,0.7,2,0.35,3.50,3.50,0.18,,,
706,TDr1756048,Abuja,2020,1,6,Augmented,SCG,0.26,3,3,190,0.021111111,125,0.013888889,1.6,1.333333333,0.533333333,5.33,5.33,0.40,,,
707,TDr1756055,Abuja,2020,1,6,Augmented,SCG,0.331,3,3,200,0.022222222,125,0.013888889,1.4,1.666666667,0.466666667,4.67,4.67,0.28,,,
708,TDr1756046,Abuja,2020,1,6,Augmented,SCG,0.304,3,3,195,0.021666667,135,0.015,1.8,2.666666667,0.6,6.00,6.00,0.23,,,
709,TDr1756044,Abuja,2020,1,6,Augmented,SCG,0.433,3,3,190,0.021111111,120,0.013333333,4.2,1.333333333,1.4,14.00,14.00,1.05,,,
710,TDr1756067,Abuja,2020,1,6,Augmented,SCG,0.256,3,3,190,0.021111111,145,0.016111111,3.7,3.333333333,1.233333333,12.33,12.33,0.37,,,
711,TDr1756065,Abuja,2020,1,6,Augmented,SCG,0.399,3,3,215,0.023888889,150,0.016666667,4,2.333333333,1.333333333,13.33,13.33,0.57,,,
712,TDr1768007,Abuja,2020,1,6,Augmented,SCG,0.407,3,3,270,0.03,135,0.015,4.2,1.666666667,1.4,14.00,14.00,0.84,,,
713,TDr1756034,Abuja,2020,1,6,Augmented,SCG,0.345,2,3,202.5,0.0225,150,0.016666667,2.8,2.5,1.4,14.00,14.00,0.56,,,
714,TDr1774001,Abuja,2020,1,6,Augmented,SCG,0.45,1,3,187.5,0.020833333,165,0.018333333,3.7,1,3.7,37.00,37.00,3.70,,,
715,TDr1776011,Abuja,2020,1,6,Augmented,SCG,0.351,3,3,240,0.026666667,135,0.015,2.7,3,0.9,9.00,9.00,0.30,,,
716,TDr1756033,Abuja,2020,1,6,Augmented,SCG,0.256,3,3,195,0.021666667,150,0.016666667,1.9,2.666666667,0.633333333,6.33,6.33,0.24,,,
717,TDr1783001,Abuja,2020,1,6,Augmented,SCG,0.428,3,3,205,0.022777778,135,0.015,2.6,2,0.866666667,8.67,8.67,0.43,,,
718,TDr1714703,Abuja,2020,1,6,Augmented,SCG,0.45,3,3,195,0.021666667,135,0.015,4.2,2.666666667,1.4,14.00,14.00,0.53,,,
719,TDr1766008,Abuja,2020,1,6,Augmented,SCG,0.4,3,3,240,0.026666667,150,0.016666667,5.6,1.666666667,1.866666667,18.67,18.67,1.12,,,
720,TDrMeccakusa,Abuja,2020,1,6,Augmented,SCG,0.266,1,3,270,0.03,150,0.016666667,1.2,1,1.2,12.00,12.00,1.20,,,
721,TDr1759002,Abuja,2020,1,6,Augmented,SCG,0.45,3,3,235,0.026111111,135,0.015,10.5,3.333333333,3.5,35.00,35.00,1.05,,,
722,TDr1773002,Abuja,2020,1,6,Augmented,SCG,0.287,2,3,195,0.021666667,165,0.018333333,2.9,2.5,1.45,14.50,14.50,0.58,,,
723,TDr1756001,Abuja,2020,1,6,Augmented,SCG,0.397,1,3,195,0.021666667,135,0.015,2.2,2,2.2,22.00,22.00,1.10,,,
724,TDr1756051,Abuja,2020,1,6,Augmented,SCG,0.45,2,3,232.5,0.025833333,150,0.016666667,2.1,3,1.05,10.50,10.50,0.35,,,
725,TDr1760023,Abuja,2020,1,6,Augmented,SCG,0.45,3,3,250,0.027777778,150,0.016666667,7.3,1.666666667,2.433333333,24.33,24.33,1.46,,,
726,TDr1774013,Abuja,2020,1,6,Augmented,SCG,0.45,2,3,225,0.025,120,0.013333333,3.4,1.5,1.7,17.00,17.00,1.13,,,
727,TDr1760006,Abuja,2020,1,6,Augmented,SCG,0.45,3,3,205,0.022777778,135,0.015,4.6,1.666666667,1.533333333,15.33,15.33,0.92,,,
728,TDr1712906,Abuja,2020,1,6,Augmented,SCG,0.311,3,3,240,0.026666667,150,0.016666667,4.1,2.333333333,1.366666667,13.67,13.67,0.59,,,
729,TDr1766003,Abuja,2020,1,6,Augmented,SCG,0.45,3,3,255,0.028333333,135,0.015,5.4,1.666666667,1.8,18.00,18.00,1.08,,,
730,TDr1768004,Abuja,2020,1,6,Augmented,SCG,0.418,3,3,270,0.03,120,0.013333333,5.3,1,1.766666667,17.67,17.67,1.77,,,
731,TDr8902665,Abuja,2020,1,6,Augmented,SCG,0.33,3,3,185,0.020555556,185,0.020555556,2.7,3,0.9,9.00,9.00,0.30,,,
732,TDr1790001,Abuja,2020,1,6,Augmented,SCG,0.45,2,3,195,0.021666667,150,0.016666667,2.9,1.5,1.45,14.50,14.50,0.97,,,
733,TDr1756022,Abuja,2020,1,6,Augmented,SCG,0.28,3,3,200,0.022222222,125,0.013888889,2.2,2.333333333,0.733333333,7.33,7.33,0.31,,,
734,TDr1756061,Abuja,2020,1,6,Augmented,SCG,0.443,3,3,285,0.031666667,135,0.015,2.5,1.333333333,0.833333333,8.33,8.33,0.63,,,
735,TDr1756004,Abuja,2020,1,6,Augmented,SCG,0.346,3,3,205,0.022777778,135,0.015,3.5,1.333333333,1.166666667,11.67,11.67,0.88,,,
736,TDr1768024,Abuja,2020,1,6,Augmented,SCG,0.45,1,3,210,0.023333333,165,0.018333333,2.4,3,2.4,24.00,24.00,0.80,,,
737,TDr1773024,Abuja,2020,1,6,Augmented,SCG,0.277,2,3,225,0.025,135,0.015,2,1.5,1,10.00,10.00,0.67,,,
738,TDr9519177,Abuja,2020,1,6,Augmented,SCG,0.35,3,3,235,0.026111111,105,0.011666667,4.5,3,1.5,15.00,15.00,0.50,,,
739,TDr1758005,Abuja,2020,1,6,Augmented,SCG,0.268,,,,,,,,,,,,,,,
740,TDr1770001,Abuja,2020,1,6,Augmented,SCG,0.45,3,3,195,0.021666667,105,0.011666667,5.4,2,1.8,18.00,18.00,0.90,,,
741,TDr1773026,Abuja,2020,1,6,Augmented,SCG,0.45,3,3,205,0.022777778,140,0.015555556,2.2,1,0.733333333,7.33,7.33,0.73,,,
742,TDr1763010,Abuja,2020,1,6,Augmented,SCG,0.418,3,3,195,0.021666667,105,0.011666667,6,2,2,20.00,20.00,1.00,,,
743,TDr1756056,Abuja,2020,1,6,Augmented,SCG,0.409,2,3,195,0.021666667,105,0.011666667,3,2,1.5,15.00,15.00,0.75,,,
744,TDr1756064,Abuja,2020,1,6,Augmented,SCG,0.446,3,3,225,0.025,130,0.014444444,5.2,3.666666667,1.733333333,17.33,17.33,0.47,,,
745,TDr1760026,Abuja,2020,1,6,Augmented,SCG,0.43,3,3,200,0.022222222,145,0.016111111,3.5,2,1.166666667,11.67,11.67,0.58,,,
746,TDr1768030,Abuja,2020,1,6,Augmented,SCG,0.341,3,3,135,0.015,115,0.012777778,6.2,1.666666667,2.066666667,20.67,20.67,1.24,,,
747,TDr1766015,Abuja,2020,1,6,Augmented,SCG,0.45,3,3,200,0.022222222,150,0.016666667,3.2,2,1.066666667,10.67,10.67,0.53,,,
748,TDr1760029,Abuja,2020,1,6,Augmented,SCG,0.45,3,3,235,0.026111111,150,0.016666667,4.8,3,1.6,16.00,16.00,0.53,,,
749,TDr1756052,Abuja,2020,1,6,Augmented,SCG,0.408,3,3,245,0.027222222,120,0.013333333,2.3,2.333333333,0.766666667,7.67,7.67,0.33,,,
750,TDr9518544,Abuja,2020,1,6,Augmented,SCG,0.389,3,3,195,0.021666667,120,0.013333333,4.3,3.333333333,1.433333333,14.33,14.33,0.43,,,
751,TDr1757001,Abuja,2020,1,6,Augmented,SCG,0.424,3,3,205,0.022777778,120,0.013333333,4,3.333333333,1.333333333,13.33,13.33,0.40,,,
752,TDr1760022,Abuja,2020,1,6,Augmented,SCG,0.311,3,3,205,0.022777778,105,0.011666667,3.7,2,1.233333333,12.33,12.33,0.62,,,
753,TDr1775004,Abuja,2020,1,6,Augmented,SCG,0.445,1,2,195,0.021666667,120,0.013333333,1.4,1,1.4,14.00,14.00,1.40,,,
754,TDr1787003,Abuja,2020,1,6,Augmented,SCG,0.45,3,3,230,0.025555556,135,0.015,1.7,1.666666667,0.566666667,5.67,5.67,0.34,,,
755,TDr1766007,Abuja,2020,1,6,Augmented,SCG,0.45,3,3,195,0.021666667,105,0.011666667,2.6,1.333333333,0.866666667,8.67,8.67,0.65,,,
756,TDr1760003,Abuja,2020,1,6,Augmented,SCG,0.342,2,3,225,0.025,160,0.017777778,3.9,3,1.95,19.50,19.50,0.65,,,
757,TDr1772004,Abuja,2020,1,6,Augmented,SCG,0.423,3,3,195,0.021666667,115,0.012777778,6.1,3.333333333,2.033333333,20.33,20.33,0.61,,,
758,TDr1777002,Abuja,2020,1,6,Augmented,SCG,0.431,3,2,215,0.023888889,150,0.016666667,5.1,1.666666667,1.7,17.00,17.00,1.02,,,
759,TDr1763002,Abuja,2020,1,6,Augmented,SCG,0.45,3,3,190,0.021111111,130,0.014444444,1.3,1.666666667,0.433333333,4.33,4.33,0.26,,,
760,TDr1779005,Abuja,2020,1,6,Augmented,SCG,0.368,3,3,240,0.026666667,150,0.016666667,1.4,1.333333333,0.466666667,4.67,4.67,0.35,,,
761,TDr1756057,Abuja,2020,1,6,Augmented,SCG,0.45,3,2,260,0.028888889,150,0.016666667,5.6,3.333333333,1.866666667,18.67,18.67,0.56,,,
101,TDr1620018,Ibadan,2020,1,1,Lattice,PPT1,0.74,1,2,345,0.02875,225,0.01875,2.29,2.00,2.29,4.58,22.90,1.15,35.33,0,-0.26
102,TDr1652004,Ibadan,2020,1,1,Lattice,PPT1,0.74,5,3,339,0.02825,201,0.01675,20.01,1.40,4.00,40.02,40.02,2.86,26.00,1,-0.08
103,TDr8902665,Ibadan,2020,1,1,Lattice,PPT1,0.76,3,2,335,0.027916667,225,0.01875,4.53,1.33,1.51,9.06,15.10,1.13,35.33,0,1.35
104,TDr1614005,Ibadan,2020,1,1,Lattice,PPT1,0.75,3,2,350,0.029166667,215,0.017916667,7.53,1.33,2.51,15.06,25.10,1.88,36.00,3,-0.28
105,TDr1621019,Ibadan,2020,1,1,Lattice,PPT1,0.73,2,2,382.5,0.031875,225,0.01875,4.35,1.50,2.18,8.70,21.75,1.45,25.33,0,0.09
106,TDr1655016,Ibadan,2020,1,1,Lattice,PPT1,0.66,1,3,345,0.02875,120,0.01,7.26,4.00,7.26,14.52,72.60,1.82,36.00,0,-0.15
107,TDr1655010,Ibadan,2020,1,2,Lattice,PPT1,0.75,2,3,330,0.0275,172.5,0.014375,7.82,2.00,3.91,15.64,39.10,1.96,37.33,0,0.02
108,TDrOjuyawo,Ibadan,2020,1,2,Lattice,PPT1,0.72,3,2,320,0.026666667,215,0.017916667,3.07,1.33,1.02,6.14,10.23,0.77,30.67,0,0.88
109,TDr1669009,Ibadan,2020,1,2,Lattice,PPT1,0.73,4,2,345,0.02875,206.25,0.0171875,11.66,2.00,2.92,23.32,29.15,1.46,24.00,0,0.65
110,TDr1620006,Ibadan,2020,1,2,Lattice,PPT1,0.72,5,2,324,0.027,222,0.0185,13.59,1.60,2.72,27.18,27.18,1.70,28.67,0,0.05
111,TDr1614001,Ibadan,2020,1,2,Lattice,PPT1,0.77,4,2,326.25,0.0271875,193.75,0.016145833,8.38,1.00,2.10,16.76,20.95,2.10,32.00,1,-0.46
112,TDr1621012,Ibadan,2020,1,2,Lattice,PPT1,0.74,1,2,315,0.02625,210,0.0175,5.63,1.00,5.63,11.26,56.30,5.63,,,
113,TDr1620017,Ibadan,2020,1,3,Lattice,PPT1,0.75,0,,,,,,,,,,,,,,
114,TDr1621016,Ibadan,2020,1,3,Lattice,PPT1,0.73,5,2,351,0.02925,231,0.01925,12.75,1.80,2.55,25.50,25.50,1.42,28.00,0,-0.08
115,TDr1614703,Ibadan,2020,1,3,Lattice,PPT1,0.71,2,2,337.5,0.028125,172.5,0.014375,8.56,1.00,4.28,17.12,42.80,4.28,34.00,1,-0.05
116,TDr1621013,Ibadan,2020,1,3,Lattice,PPT1,0.73,5,2,339,0.02825,219,0.01825,13.46,2.00,2.69,26.92,26.92,1.35,26.00,0,0.43
117,TDr1620004,Ibadan,2020,1,3,Lattice,PPT1,0.76,2,2,330,0.0275,225,0.01875,4.23,1.50,2.12,8.46,21.15,1.41,37.33,0,0.12
118,TDr1619005,Ibadan,2020,1,3,Lattice,PPT1,0.75,1,2,345,0.02875,225,0.01875,3.85,1.00,3.85,7.70,38.50,3.85,,,
119,TDr1652005,Ibadan,2020,1,4,Lattice,PPT1,0.75,5,3,345,0.02875,210,0.0175,19.64,1.00,3.93,39.28,39.28,3.93,30.67,0,0.08
120,TDr1669010,Ibadan,2020,1,4,Lattice,PPT1,0.85,4,2,297.5,0.024791667,198.75,0.0165625,13.79,1.50,3.45,27.58,34.48,2.30,38.67,0,0.36
121,TDr1669013,Ibadan,2020,1,4,Lattice,PPT1,0.72,5,3,354,0.0295,231,0.01925,19.14,2.60,3.83,38.28,38.28,1.47,26.00,2,-0.36
122,TDr1614003,Ibadan,2020,1,4,Lattice,PPT1,0.74,2,2,337.5,0.028125,120,0.01,11.64,1.00,5.82,23.28,58.20,5.82,31.33,2,-0.43
123,TDr1620009,Ibadan,2020,1,4,Lattice,PPT1,0.7,5,2,345,0.02875,222.75,0.0185625,18.02,1.40,3.60,36.04,36.04,2.57,32.00,0,0.05
124,TDr1620029,Ibadan,2020,1,4,Lattice,PPT1,0.73,2,2,322.5,0.026875,210,0.0175,2.52,0.50,1.26,5.04,12.60,2.52,,,
125,TDr1621001,Ibadan,2020,1,5,Lattice,PPT1,0.71,4,2,356.25,0.0296875,228.75,0.0190625,15.75,2.75,3.94,31.50,39.38,1.43,28.67,1,0.07
126,TDr1652006,Ibadan,2020,1,5,Lattice,PPT1,0.62,1,,105,0.00875,45,0.00375,0.09,1.00,0.09,0.18,0.90,0.09,,,
127,TDr1655018,Ibadan,2020,1,5,Lattice,PPT1,0.74,4,3,337.5,0.028125,176.25,0.0146875,17.41,1.75,4.35,34.82,43.53,2.49,32.67,0,0.50
128,TDr1619001,Ibadan,2020,1,5,Lattice,PPT1,0.72,0,,,,,,,,,,,,,,
129,TDr1655013,Ibadan,2020,1,5,Lattice,PPT1,0.76,3,2,325,0.027083333,200,0.016666667,10.66,1.00,3.55,21.32,35.53,3.55,30.00,1,-0.41
130,TDr1655015,Ibadan,2020,1,5,Lattice,PPT1,0.74,1,2,345,0.02875,135,0.01125,5.37,9.00,5.37,10.74,53.70,0.60,30.67,1,0.23
131,TDr1621019,Ibadan,2020,1,6,Lattice,PPT1,0.77,2,2,345,0.02875,195,0.01625,8.79,1.00,4.40,17.58,43.95,4.40,40.67,1,0.18
132,TDr1655006,Ibadan,2020,1,6,Lattice,PPT1,0.71,3,2,320,0.026666667,185,0.015416667,6.63,1.00,2.21,13.26,22.10,2.21,28.00,0,0.01
133,TDr1621002,Ibadan,2020,1,6,Lattice,PPT1,0.71,4,2,330,0.0275,165,0.01375,13.55,1.50,3.39,27.10,33.88,2.26,32.00,0,0.02
134,TDr1620015,Ibadan,2020,1,6,Lattice,PPT1,0.75,4,2,345,0.02875,225,0.01875,9.04,1.00,2.26,18.08,22.60,2.26,34.00,0,0.53
135,TDr1601008,Ibadan,2020,1,6,Lattice,PPT1,0.76,3,2,330,0.0275,230,0.019166667,12.1,1.00,4.03,24.20,40.33,4.03,32.67,0,0.00
136,TDr1620001,Ibadan,2020,1,6,Lattice,PPT1,0.74,2,2,307.5,0.025625,210,0.0175,4.16,1.00,2.08,8.32,20.80,2.08,34.67,2,-0.07
137,TDr1669012,Ibadan,2020,1,7,Lattice,PPT1,0.74,5,2,333,0.02775,222,0.0185,12.3,1.40,2.46,24.60,24.60,1.76,26.67,,
138,TDr1620007,Ibadan,2020,1,7,Lattice,PPT1,0.72,5,3,335.25,0.0279375,219,0.01825,11.61,1.00,2.32,23.22,23.22,2.32,32.67,0,-0.06
139,TDr1655023,Ibadan,2020,1,7,Lattice,PPT1,0.74,1,3,315,0.02625,165,0.01375,6.66,1.00,6.66,13.32,66.60,6.66,32.00,0,-0.08
140,TDr1621010,Ibadan,2020,1,7,Lattice,PPT1,0.74,1,,165,0.0275,135,0.01125,0.36,1.00,0.36,0.72,3.60,0.36,,1,0.04
141,TDr1621003,Ibadan,2020,1,7,Lattice,PPT1,0.75,2,2,330,0.0275,210,0.0175,2.28,1.00,1.14,4.56,11.40,1.14,24.67,0,-0.11
142,TDr1621017,Ibadan,2020,1,7,Lattice,PPT1,0.75,2,2,352.5,0.029375,232.5,0.019375,2.34,1.50,1.17,4.68,11.70,0.78,22.67,0,-0.38
201,TDr1655016,Ibadan,2020,2,8,Lattice,PPT1,0.76,2,2,340,0.028333333,120,0.01,5.14,3.50,2.57,10.28,25.70,0.73,32.00,0,-0.13
202,TDr1652006,Ibadan,2020,2,8,Lattice,PPT1,0.67,1,2,330,0.0275,195,0.01625,2.75,1.00,2.75,5.50,27.50,2.75,30.00,0,0.10
203,TDr1669010,Ibadan,2020,2,8,Lattice,PPT1,0.76,4,3,337.5,0.028125,187.5,0.015625,11.75,1.00,2.94,23.50,29.38,2.94,32.00,0,-0.25
204,TDr1655006,Ibadan,2020,2,8,Lattice,PPT1,0.72,2,3,337.5,0.028125,135,0.01125,9.47,4.50,4.74,18.94,47.35,1.05,28.00,3,-0.60
205,TDr1621013,Ibadan,2020,2,8,Lattice,PPT1,0.77,3,2,320,0.026666667,210,0.0175,6.84,1.67,2.28,13.68,22.80,1.37,26.00,1,0.05
206,TDr1614001,Ibadan,2020,2,8,Lattice,PPT1,0.7,3,2,330,0.0275,225,0.01875,9.53,1.00,3.18,19.06,31.77,3.18,32.00,0,-0.06
207,TDr1621003,Ibadan,2020,2,9,Lattice,PPT1,0.74,2,2,330,0.0275,150,0.0125,3.14,1.00,1.57,6.28,15.70,1.57,27.33,3,-0.13
208,TDr1619005,Ibadan,2020,2,9,Lattice,PPT1,0.73,1,2,345,0.02875,195,0.01625,3.08,1.00,3.08,6.16,30.80,3.08,,,
209,TDr1655015,Ibadan,2020,2,9,Lattice,PPT1,0.73,2,2,330,0.0275,142.5,0.011875,5.58,1.00,2.79,11.16,27.90,2.79,29.33,0,-0.21
210,TDr1620015,Ibadan,2020,2,9,Lattice,PPT1,0.74,3,2,345,0.02875,225,0.01875,7.18,1.33,2.39,14.36,23.93,1.80,28.00,0,-0.02
211,TDr1652005,Ibadan,2020,2,9,Lattice,PPT1,0.75,4,3,345,0.02875,131.25,0.0109375,14.9,1.50,3.73,29.80,37.25,2.48,26.67,0,-0.26
212,TDrOjuyawo,Ibadan,2020,2,9,Lattice,PPT1,0.73,0,,,,,,,,,,,,,,
213,TDr1621002,Ibadan,2020,2,10,Lattice,PPT1,0.72,5,3,345,0.02875,222,0.0185,18.15,1.40,3.63,36.30,36.30,2.59,13.33,3,-0.37
214,TDr1619001,Ibadan,2020,2,10,Lattice,PPT1,0.7,1,3,300,0.025,165,0.01375,4.57,1.00,4.57,9.14,45.70,4.57,,,
215,TDr1669009,Ibadan,2020,2,10,Lattice,PPT1,0.75,3,3,345,0.02875,215,0.017916667,9.24,4.67,3.08,18.48,30.80,0.66,23.33,0,-0.29
216,TDr1621017,Ibadan,2020,2,10,Lattice,PPT1,0.71,2,2,330,0.0275,165,0.01375,3.93,1.50,1.97,7.86,19.65,1.31,25.33,0,-0.03
217,TDr1620004,Ibadan,2020,2,10,Lattice,PPT1,0.77,1,3,270,0.0225,180,0.015,4.53,2.00,4.53,9.06,45.30,2.27,26.00,1,-0.16
218,TDr8902665,Ibadan,2020,2,10,Lattice,PPT1,0.75,3,2,340,0.028333333,245,0.020416667,5.91,1.67,1.97,11.82,19.70,1.18,31.33,,0.01
219,TDr1655018,Ibadan,2020,2,11,Lattice,PPT1,0.76,5,2,312,0.026,167.25,0.0139375,12.185,1.60,2.44,24.37,24.37,1.52,16.00,,-0.41
220,TDr1669013,Ibadan,2020,2,11,Lattice,PPT1,0.74,5,3,351,0.02925,198,0.0165,22.54,1.60,4.51,45.08,45.08,2.82,20.00,,0.03
221,TDr1621019,Ibadan,2020,2,11,Lattice,PPT1,0.75,2,2,345,0.02875,225,0.01875,5.135,2.50,2.57,10.27,25.68,1.03,24.67,,0.13
222,TDr1655023,Ibadan,2020,2,11,Lattice,PPT1,0.74,1,2,330,0.0275,225,0.01875,2.31,1.00,2.31,4.62,23.10,2.31,,,
223,TDr1621019,Ibadan,2020,2,11,Lattice,PPT1,0.75,1,3,330,0.0275,225,0.01875,4.2,1.00,4.20,8.40,42.00,4.20,,,
224,TDr1655010,Ibadan,2020,2,11,Lattice,PPT1,0.73,2,2,315,0.02625,157.5,0.013125,3.33,3.00,1.67,6.66,16.65,0.56,27.33,1,-0.34
225,TDr1655013,Ibadan,2020,2,12,Lattice,PPT1,0.75,1,2,345,0.02875,135,0.01125,2.04,1.00,2.04,4.08,20.40,2.04,,,
226,TDr1620010,Ibadan,2020,2,12,Lattice,PPT1,0.75,0,,,,,,,,,,,,,,
227,TDr1621012,Ibadan,2020,2,12,Lattice,PPT1,0.73,2,3,337.5,0.028125,210,0.0175,10.45,1.00,5.23,20.90,52.25,5.23,27.33,2,-0.29
228,TDr1669012,Ibadan,2020,2,12,Lattice,PPT1,0.76,5,3,327,0.02725,171,0.01425,16.72,1.20,3.34,33.44,33.44,2.79,28.67,0,-0.24
229,TDr1614003,Ibadan,2020,2,12,Lattice,PPT1,0.73,2,2,330,0.0275,195,0.01625,5.92,1.00,2.96,11.84,29.60,2.96,32.67,1,-0.05
230,TDr1614005,Ibadan,2020,2,12,Lattice,PPT1,0.75,3,2,330,0.0275,180,0.015,12.35,2.00,4.12,24.70,41.17,2.06,32.67,3,-0.29
231,TDr1620006,Ibadan,2020,2,13,Lattice,PPT1,0.75,4,2,330,0.0275,176.25,0.0146875,7.72,1.75,1.93,15.44,19.30,1.10,31.33,1,-0.37
232,TDr1601008,Ibadan,2020,2,13,Lattice,PPT1,0.75,1,2,330,0.0275,225,0.01875,1.83,1.00,1.83,3.66,18.30,1.83,,,
233,TDr1620007,Ibadan,2020,2,13,Lattice,PPT1,0.74,4,3,330,0.0275,210,0.0175,11.86,1.25,2.97,23.72,29.65,2.37,32.00,0,0.06
